"subjIndx","trial_RT","trial_blockType","trial_response","trial_limbside","trial_randSOA","trial_correct","trial_int","trial_actualIntensity","trial_crossed_legs","trial_crossed_hand",
1,0.30293,1,1,1,1.669,1,2,0.37247,0,0,
1,0.35283,1,1,1,1.5002,1,1,0.12329,0,0,
1,0.37098,1,1,1,1.218,1,1,0.12198,0,0,
1,0.34909,1,1,1,1.5716,1,2,0.35212,0,0,
1,0.65561,1,1,1,1.1222,1,1,0.12511,0,0,
1,0.29478,1,2,2,1.6712,1,2,0.44668,0,0,
1,0.31765,1,1,1,1.5996,1,2,0.35837,0,0,
1,0.47269,1,1,1,1.056,1,1,0.12683,0,0,
1,0.41289,1,1,1,1.0563,1,2,0.37897,0,0,
1,0.35528,1,2,2,1.1525,1,1,0.15191,0,0,
1,0.33243,1,1,1,1.0196,1,1,0.11873,0,0,
1,0.28563,1,1,1,1.4352,1,1,0.12277,0,0,
1,0.20501,1,2,2,1.8322,1,2,0.48318,0,0,
1,0.26456,1,2,2,1.6174,1,2,0.48312,0,0,
1,0.31386,1,1,1,1.5201,1,2,0.3676,0,0,
1,0.26749,1,2,2,1.8639,1,2,0.45209,0,0,
1,0.41931,1,1,1,1.0977,1,1,0.12628,0,0,
1,0.28365,1,1,1,1.9081,1,2,0.36134,0,0,
1,0.35862,1,2,2,1.108,1,2,0.48285,0,0,
1,0.35459,1,2,2,1.517,1,1,0.14559,0,0,
1,0.33797,1,2,2,1.1432,1,2,0.46262,0,0,
1,0.28199,1,1,1,1.5594,1,1,0.12431,0,0,
1,0.30783,1,2,2,1.0046,1,1,0.14806,0,0,
1,0.26945,1,1,1,1.7667,1,2,0.35696,0,0,
1,0.3118,1,1,1,1.8487,1,2,0.35089,0,0,
1,0.25882,1,2,2,1.9168,1,2,0.45154,0,0,
1,0.25361,1,1,1,1.987,1,1,0.11991,0,0,
1,0.35036,1,1,1,1.5051,1,1,0.12193,0,0,
1,0.34206,1,1,1,1.2714,1,1,0.11511,0,0,
1,0.30108,1,2,2,1.1008,1,2,0.4637,0,0,
1,0.25455,1,1,1,1.5078,1,2,0.35443,0,0,
1,0.2323,1,2,2,1.5856,1,1,0.14913,0,0,
1,0.26697,1,2,2,1.7629,1,2,0.44746,0,0,
1,0.31432,1,1,1,1.083,1,1,0.11651,0,0,
1,0.21285,1,2,2,1.6616,1,1,0.16192,0,0,
1,0.38208,1,1,1,1.3209,1,2,0.3662,0,1,
1,0.45648,1,2,2,1.5114,1,1,0.15824,0,1,
1,0.4333,1,2,2,1.0606,1,2,0.48795,0,1,
1,0.29168,1,2,2,1.7257,1,2,0.48609,0,1,
1,0.38085,1,2,2,1.5566,1,2,0.46276,0,1,
1,0.41117,1,2,2,1.5294,1,1,0.16206,0,1,
1,0.41186,1,2,2,1.83,1,1,0.14698,0,1,
1,0.36398,1,2,2,1.8588,1,2,0.43769,0,1,
1,0.35159,1,1,1,1.789,1,1,0.11855,0,1,
1,0.27864,1,1,2,1.3178,0,1,0.15506,0,1,
1,0.27131,1,1,1,1.4522,1,2,0.36504,0,1,
1,0.31203,1,1,1,1.7522,1,1,0.12698,0,1,
1,0.46883,1,2,2,1.1099,1,2,0.46305,0,1,
1,0.36763,1,2,2,1.1097,1,2,0.4573,0,1,
1,0.52678,1,2,2,1.2699,1,2,0.46316,0,1,
1,0.36935,1,1,1,1.5246,1,1,0.12425,0,1,
1,0.43427,1,2,2,1.9727,1,2,0.43595,0,1,
1,0.47247,1,2,2,1.7104,1,2,0.47714,0,1,
1,0.43512,1,1,1,1.3119,1,2,0.34907,0,1,
1,0.4429,1,2,2,1.2915,1,1,0.15325,0,1,
1,0.57411,1,2,2,1.8504,1,2,0.44817,0,1,
1,0.61785,1,1,1,1.9116,1,1,0.11943,0,1,
1,0.4515,1,1,1,1.6393,1,1,0.12353,0,1,
1,0.34974,1,1,1,1.2554,1,2,0.35016,0,1,
1,0.39118,1,1,1,1.0887,1,2,0.35459,0,1,
1,0.38855,1,2,2,1.8383,1,2,0.44515,0,1,
1,0.38053,1,2,2,1.5847,1,1,0.14833,0,1,
1,0.42063,1,1,1,1.9481,1,1,0.11885,0,1,
1,0.40013,1,2,2,1.061,1,2,0.48152,0,1,
1,0.31116,1,1,2,1.5846,0,1,0.15312,0,1,
1,0.38985,1,2,2,1.2851,1,2,0.45582,0,1,
1,0.49098,1,2,2,1.8277,1,2,0.44418,0,1,
1,0.34958,1,1,1,1.191,1,1,0.12797,0,1,
1,0.36754,1,2,2,1.4425,1,2,0.45601,0,1,
1,0.26847,1,1,1,1.3934,1,1,0.12615,0,1,
1,0.29706,1,2,2,1.8266,1,1,0.15568,0,1,
1,0.2581,1,1,1,1.6769,1,1,0.11954,0,1,
1,0.47018,1,1,1,1.2076,1,2,0.37988,0,1,
1,0.31032,1,1,1,1.3181,1,2,0.37587,0,1,
1,0.3126,1,1,1,1.1338,1,2,0.36228,0,1,
1,0.32586,1,1,1,1.6715,1,2,0.37713,0,1,
1,0.40054,1,2,2,1.571,1,1,0.16084,0,1,
1,0.46336,1,2,2,1.1698,1,1,0.15238,0,1,
1,0.38986,1,1,1,1.1477,1,2,0.35687,0,1,
1,0.34009,1,1,1,1.4761,1,1,0.1226,0,1,
1,0.37984,1,2,2,1.9081,1,2,0.48272,0,1,
1,0.32592,1,2,2,1.5522,1,2,0.47174,0,1,
1,0.3822,1,1,1,1.0329,1,1,0.11955,0,1,
1,0.28376,1,1,1,1.0539,1,2,0.37371,0,1,
1,0.28603,1,2,2,1.8051,1,1,0.16188,0,1,
1,0.30263,1,1,1,1.4514,1,1,0.12185,0,1,
1,0.26991,1,1,1,1.3826,1,1,0.12181,0,1,
1,0.38067,1,1,1,1.7896,1,2,0.35592,0,1,
1,0.28797,1,1,1,1.3643,1,2,0.34622,0,1,
1,0.29745,1,1,1,1.5323,1,1,0.11689,0,1,
1,0.30173,1,1,1,1.7117,1,1,0.1157,0,1,
1,0.37138,1,2,2,1.8715,1,2,0.45896,0,1,
1,0.35336,1,1,1,1.3287,1,1,0.11459,0,1,
1,0.21605,1,1,2,1.6501,0,2,0.48345,0,1,
1,0.34698,1,2,2,1.9748,1,1,0.15618,0,1,
1,0.471,1,1,1,1.076,1,1,0.11448,0,1,
1,0.29503,1,1,1,1.587,1,2,0.3446,0,1,
1,0.38653,1,1,1,1.4139,1,2,0.35173,0,1,
1,0.47828,1,2,2,1.3091,1,1,0.15284,0,1,
1,0.37758,1,2,2,1.2638,1,1,0.14718,0,1,
1,0.2575,1,1,2,1.7588,0,2,0.43554,0,1,
1,0.30224,1,2,1,1.9952,0,2,0.37337,0,1,
1,0.038626,1,1,1,1.1866,1,1,0.11923,0,1,
1,0.30502,1,1,1,1.7811,1,1,0.12523,0,1,
1,0.38395,1,2,2,1.1958,1,1,0.15251,0,1,
1,0.28794,1,1,1,1.9924,1,2,0.36109,0,1,
1,0.34362,1,2,2,1.8023,1,2,0.43758,0,1,
1,0.33678,1,1,1,1.4242,1,1,0.11512,0,1,
1,0.38538,1,1,1,1.7289,1,1,0.11567,0,1,
1,0.39962,1,2,2,1.4984,1,2,0.46591,0,1,
1,0.43066,1,2,2,1.809,1,1,0.14912,0,1,
1,0.4868,1,2,2,1.3565,1,1,0.15979,0,1,
1,0.38193,1,1,1,1.0732,1,2,0.37901,0,1,
1,0.30897,1,1,1,1.591,1,2,0.38368,0,1,
1,0.44724,1,2,2,1.9102,1,1,0.15343,0,1,
1,0.35019,1,1,1,1.1938,1,2,0.35221,0,1,
1,0.34987,1,2,2,1.4324,1,2,0.44659,0,1,
1,0.45905,1,2,2,1.7492,1,1,0.15428,0,1,
1,0.33139,1,1,1,1.0392,1,1,0.12496,0,1,
1,0.38557,1,2,2,1.9463,1,1,0.15096,0,1,
1,0.46932,1,2,2,1.7637,1,1,0.15295,0,1,
1,0.41258,1,2,2,1.5588,1,1,0.15611,0,1,
1,0.34736,1,2,2,1.1838,1,2,0.48358,0,1,
1,0.36408,1,1,1,1.4979,1,2,0.34984,0,1,
1,0.37068,1,2,2,1.5178,1,1,0.15749,0,1,
1,0.4826,1,2,2,1.9942,1,2,0.46504,0,1,
1,0.36663,1,2,2,1.8549,1,1,0.15246,0,1,
1,0.42044,1,1,1,1.9624,1,1,0.12673,0,1,
1,0.35888,1,1,1,1.6789,1,1,0.11976,0,1,
1,0.27481,1,1,1,1.4035,1,1,0.11685,0,1,
1,0.32041,1,2,2,1.935,1,1,0.15601,0,1,
1,0.60019,1,1,1,1.4795,1,2,0.36897,0,1,
1,0.31476,1,1,1,1.2318,1,2,0.35661,0,1,
1,0.3449,1,1,1,1.3963,1,2,0.37665,0,1,
1,0.27092,1,1,1,1.7051,1,2,0.38527,0,1,
1,NaN,1,0,1,1.2077,NaN,2,0.38109,1,0,
1,NaN,1,0,2,1.2193,NaN,2,0.48175,1,0,
1,NaN,1,0,2,1.3258,NaN,1,0.15256,1,0,
1,NaN,1,0,1,1.0959,NaN,1,0.12524,1,0,
1,NaN,1,0,1,1.7475,NaN,1,0.11644,1,0,
1,0.60561,1,1,2,1.7485,1,2,0.46729,1,0,
1,0.38559,1,2,1,1.5433,1,2,0.35385,1,0,
1,0.43058,1,1,2,1.3381,1,1,0.15267,1,0,
1,0.55989,1,2,2,1.8323,0,1,0.15984,1,0,
1,0.65026,1,1,2,1.5526,1,1,0.14835,1,0,
1,1.4293,1,1,2,1.9575,1,1,0.1502,1,0,
1,0.59265,1,2,1,1.8928,1,1,0.12101,1,0,
1,0.40095,1,1,2,1.3565,1,2,0.45237,1,0,
1,0.39522,1,2,1,1.5464,1,2,0.37646,1,0,
1,0.53468,1,1,2,1.3467,1,1,0.1625,1,0,
1,0.57007,1,2,1,1.6228,1,1,0.11658,1,0,
1,0.40535,1,1,2,1.7966,1,2,0.44714,1,0,
1,0.43595,1,2,1,1.7459,1,1,0.1241,1,0,
1,0.65175,1,2,2,1.1255,0,1,0.15144,1,0,
1,0.75494,1,2,1,1.8224,1,2,0.38413,1,0,
1,0.47916,1,2,1,1.0252,1,2,0.38407,1,0,
1,0.41567,1,2,1,1.4144,1,2,0.36981,1,0,
1,0.35488,1,2,1,1.7314,1,1,0.12638,1,0,
1,0.51998,1,1,2,1.7814,1,1,0.1519,1,0,
1,1.2147,1,1,2,1.3673,1,1,0.15598,1,0,
1,0.43747,1,2,1,1.7449,1,1,0.12821,1,0,
1,0.53609,1,1,2,1.8923,1,2,0.46406,1,0,
1,0.38908,1,1,2,1.2426,1,1,0.16149,1,0,
1,0.50484,1,2,1,1.1296,1,2,0.37309,1,0,
1,0.5084,1,2,1,1.2251,1,2,0.36307,1,0,
1,0.63775,1,2,1,1.35,1,2,0.36961,1,0,
1,0.74172,1,2,1,1.2871,1,1,0.12678,1,0,
1,0.56288,1,1,2,1.9275,1,2,0.44518,1,0,
1,0.86347,1,1,2,1.0513,1,1,0.15179,1,0,
1,0.72418,1,2,1,1.5927,1,1,0.12832,1,0,
1,0.61326,1,1,2,1.1629,1,1,0.15191,1,0,
1,0.58488,1,1,2,1.8384,1,2,0.4694,1,0,
1,0.79493,1,1,1,1.1676,0,1,0.12698,1,0,
1,0.73185,1,2,1,1.5022,1,2,0.38509,1,0,
1,0.51558,1,1,2,1.9993,1,2,0.46909,1,0,
1,0.76407,1,1,2,1.3554,1,1,0.14686,1,0,
1,0.62163,1,2,1,1.0471,1,1,0.11494,1,0,
1,0.55421,1,1,2,1.2137,1,2,0.4672,1,0,
1,0.36096,1,1,2,1.3978,1,2,0.46447,1,0,
1,0.45641,1,1,2,1.3337,1,1,0.16202,1,0,
1,0.38652,1,2,1,1.2296,1,2,0.37419,1,0,
1,0.3587,1,2,1,1.9361,1,1,0.12354,1,0,
1,0.42531,1,1,2,1.6832,1,2,0.46213,1,0,
1,0.38263,1,2,1,1.9621,1,2,0.35382,1,0,
1,0.40346,1,1,2,1.438,1,1,0.16202,1,0,
1,0.55207,1,1,2,1.9403,1,2,0.46303,1,0,
1,0.55233,1,2,1,1.0058,1,1,0.11486,1,0,
1,0.29838,1,1,2,1.6103,1,2,0.47143,1,0,
1,0.44265,1,2,1,1.8011,1,2,0.36457,1,0,
1,0.43847,1,1,2,1.233,1,2,0.43808,1,0,
1,0.42232,1,1,2,1.9325,1,1,0.16069,1,0,
1,0.31928,1,1,1,1.7633,0,1,0.1189,1,0,
1,0.5455,1,2,1,1.8264,1,1,0.11753,1,0,
1,0.43799,1,2,1,1.5735,1,2,0.34793,1,0,
1,0.49689,1,1,2,1.7926,1,2,0.45097,1,0,
1,0.45496,1,2,1,1.329,1,2,0.35254,1,0,
1,0.56478,1,1,2,1.2235,1,2,0.46903,1,0,
1,0.80793,1,1,2,1.3124,1,1,0.14615,1,0,
1,0.52696,1,1,2,1.5845,1,1,0.14971,1,0,
1,0.45655,1,1,2,1.8299,1,1,0.14982,1,0,
1,0.49129,1,2,1,1.2905,1,2,0.38001,1,0,
1,0.35349,1,2,1,1.4026,1,1,0.12047,1,0,
1,0.44542,1,1,2,1.8621,1,1,0.15822,1,0,
1,0.44158,1,2,1,1.6147,1,2,0.36809,1,0,
1,0.71371,1,1,2,1.9912,1,1,0.15872,1,0,
1,0.54338,1,2,1,1.2037,1,2,0.34793,1,0,
1,0.66303,1,1,2,1.8272,1,1,0.16233,1,0,
1,0.69456,1,1,2,1.6759,1,2,0.47976,1,0,
1,0.41926,1,2,1,1.2489,1,1,0.11513,1,0,
1,0.59112,1,1,2,1.4758,1,2,0.4591,1,0,
1,0.6596,1,2,2,1.3991,0,1,0.15058,1,0,
1,0.52179,1,2,1,1.5994,1,2,0.36923,1,0,
1,0.34671,1,2,1,1.8005,1,2,0.35262,1,0,
1,0.57904,1,1,2,1.1051,1,2,0.46515,1,0,
1,0.44907,1,2,1,1.8214,1,1,0.1227,1,0,
1,0.5936,1,1,2,1.8411,1,2,0.46622,1,0,
1,0.49245,1,1,2,1.3545,1,1,0.15272,1,0,
1,0.34921,1,2,1,1.4301,1,1,0.11493,1,0,
1,0.47285,1,2,1,1.5722,1,1,0.12144,1,0,
1,0.40042,1,1,2,1.7008,1,2,0.45602,1,0,
1,0.44297,1,2,1,1.7425,1,2,0.34769,1,0,
1,0.38539,1,1,2,1.7579,1,2,0.45877,1,0,
1,0.37205,1,2,1,1.3891,1,2,0.36169,1,0,
1,0.44797,1,1,2,1.4293,1,1,0.15454,1,0,
1,0.41274,1,2,1,1.9563,1,1,0.12559,1,0,
1,0.41515,1,2,1,1.573,1,2,0.37225,1,0,
1,0.29749,1,2,1,1.8497,1,1,0.12656,1,0,
1,0.31901,1,1,2,1.2763,1,2,0.43773,1,0,
1,0.82492,1,1,2,1.6223,1,2,0.44625,1,0,
1,0.38961,1,2,1,1.5884,1,1,0.12068,1,0,
1,0.39695,1,2,1,1.9635,1,2,0.38346,1,0,
1,0.41485,1,2,1,1.0859,1,1,0.12536,1,0,
1,0.43053,1,2,1,1.5005,1,1,0.12058,1,0,
1,0.51929,1,1,2,1.5216,1,2,0.45214,1,0,
1,0.4799,1,2,1,1.0902,1,2,0.34574,1,0,
1,0.6492,1,2,1,1.6983,1,1,0.126,1,1,
1,0.46505,1,2,1,1.0293,1,1,0.12551,1,1,
1,0.44669,1,1,2,1.5279,1,2,0.48361,1,1,
1,0.85769,1,1,2,1.0321,1,1,0.14735,1,1,
1,0.50996,1,1,2,1.8271,1,2,0.46114,1,1,
1,0.41066,1,2,1,1.34,1,1,0.11993,1,1,
1,1.405,1,2,2,1.8467,0,1,0.14796,1,1,
1,0.70544,1,1,2,1.2461,1,2,0.4649,1,1,
1,0.57224,1,2,1,1.5815,1,2,0.36822,1,1,
1,0.5165,1,2,1,1.9377,1,2,0.35198,1,1,
1,0.48106,1,2,1,1.0478,1,1,0.12153,1,1,
1,0.50257,1,1,2,1.054,1,1,0.16253,1,1,
1,0.48156,1,2,1,1.0206,1,1,0.12111,1,1,
1,0.55957,1,2,1,1.6815,1,2,0.37199,1,1,
1,0.47604,1,1,2,1.5986,1,2,0.45622,1,1,
1,0.45461,1,1,2,1.114,1,1,0.14562,1,1,
1,0.41908,1,2,1,1.7962,1,1,0.11839,1,1,
1,0.33876,1,2,1,1.6179,1,2,0.37659,1,1,
1,0.30911,1,2,1,1.0702,1,2,0.35737,1,1,
1,0.37253,1,1,1,1.0693,0,2,0.3467,1,1,
1,0.39092,1,2,1,1.136,1,1,0.1214,1,1,
1,0.42923,1,1,2,1.7889,1,1,0.15129,1,1,
1,0.53929,1,1,2,1.0924,1,1,0.15793,1,1,
1,0.36967,1,2,1,1.2379,1,2,0.36478,1,1,
1,0.5752,1,1,1,1.2436,0,1,0.12557,1,1,
1,0.37293,1,1,2,1.1048,1,1,0.15934,1,1,
1,0.30073,1,1,2,1.8584,1,1,0.14824,1,1,
1,0.33676,1,1,2,1.6982,1,2,0.44135,1,1,
1,0.28578,1,1,2,1.7337,1,1,0.15941,1,1,
1,0.35283,1,2,1,1.6505,1,1,0.12319,1,1,
1,0.42754,1,1,2,1.5163,1,2,0.43592,1,1,
1,0.4061,1,2,1,1.3264,1,2,0.38071,1,1,
1,0.38473,1,2,1,1.6618,1,1,0.12146,1,1,
1,0.45426,1,1,2,1.1176,1,2,0.46326,1,1,
1,0.34024,1,1,2,1.1478,1,2,0.46657,1,1,
1,0.42006,1,2,1,1.0198,1,2,0.37481,1,1,
1,0.4918,1,2,1,1.9643,1,2,0.37893,1,1,
1,0.32033,1,1,2,1.9704,1,2,0.45472,1,1,
1,0.56487,1,2,1,1.1239,1,2,0.34676,1,1,
1,0.40379,1,1,2,1.4674,1,1,0.15782,1,1,
1,0.3935,1,1,2,1.6567,1,2,0.45206,1,1,
1,0.37367,1,2,1,1.2902,1,1,0.12608,1,1,
1,0.30893,1,1,2,1.7545,1,1,0.15138,1,1,
1,0.48748,1,1,2,1.5581,1,1,0.15955,1,1,
1,0.34905,1,1,2,1.4278,1,1,0.14801,1,1,
1,0.32329,1,1,2,1.2672,1,1,0.14722,1,1,
1,0.33803,1,1,2,1.7537,1,2,0.4815,1,1,
1,0.46018,1,2,1,1.8984,1,1,0.11505,1,1,
1,0.28602,1,1,2,1.7284,1,2,0.47091,1,1,
1,0.28923,1,2,1,1.4068,1,2,0.37366,1,1,
1,0.38012,1,1,2,1.9383,1,1,0.15252,1,1,
1,0.29628,1,2,1,1.2554,1,2,0.35874,1,1,
1,0.25595,1,1,2,1.5332,1,1,0.16235,1,1,
1,0.40373,1,1,2,1.9548,1,2,0.45556,1,1,
1,0.51118,1,1,1,1.2677,0,1,0.12041,1,1,
1,0.30624,1,2,1,1.2501,1,2,0.34965,1,1,
1,0.37894,1,1,1,1.9277,0,2,0.35653,1,1,
1,0.35568,1,2,1,1.0686,1,1,0.11868,1,1,
1,0.27196,1,2,1,1.2994,1,2,0.38064,1,1,
1,0.23797,1,2,1,1.5916,1,1,0.11777,1,1,
1,NaN,1,0,2,1.2033,NaN,2,0.45095,1,1,
1,0.38428,1,2,1,1.6359,1,2,0.35994,1,1,
1,0.059941,1,1,1,1.7984,0,2,0.37256,1,1,
1,0.37132,1,1,2,1.5017,1,2,0.44236,1,1,
1,0.5181,1,2,1,1.6508,1,2,0.37963,1,1,
1,0.39696,1,1,1,1.796,0,1,0.11557,1,1,
1,0.52535,1,2,1,1.2334,1,1,0.12071,1,1,
1,0.38379,1,1,2,1.6008,1,2,0.43663,1,1,
1,0.34487,1,1,2,1.1125,1,2,0.47452,1,1,
1,1.3536,1,2,2,1.5158,0,1,0.15721,1,1,
1,0.44874,1,2,1,1.8378,1,1,0.11733,1,1,
1,0.42494,1,1,2,1.9208,1,1,0.15685,1,1,
1,0.36831,1,1,2,1.4982,1,1,0.15465,1,1,
1,0.51561,1,1,2,1.2776,1,1,0.15996,1,1,
1,0.34181,1,1,2,1.6525,1,2,0.46401,1,1,
1,0.36572,1,2,2,1.9173,0,2,0.48271,1,1,
1,0.29241,1,1,2,1.5098,1,1,0.15221,1,1,
1,0.373,1,1,2,1.9742,1,1,0.15114,1,1,
1,0.45768,1,2,1,1.1973,1,2,0.36328,1,1,
1,0.37259,1,2,1,1.1112,1,1,0.11789,1,1,
1,0.34885,1,2,1,1.2974,1,2,0.38216,1,1,
1,0.45966,1,1,2,1.3964,1,1,0.15304,1,1,
1,0.32624,1,1,2,1.4208,1,2,0.44802,1,1,
1,0.34199,1,2,1,1.3115,1,2,0.36087,1,1,
1,0.45315,1,2,1,1.6938,1,1,0.12411,1,1,
1,0.29498,1,1,2,1.0919,1,2,0.45574,1,1,
1,0.32982,1,1,2,1.4021,1,2,0.44431,1,1,
1,0.35202,1,2,1,1.2952,1,1,0.12632,1,1,
1,0.36171,1,1,2,1.3065,1,2,0.46538,1,1,
1,0.33127,1,1,1,1.1056,0,1,0.11949,1,1,
1,0.51843,1,2,1,1.5938,1,2,0.35227,1,1,
1,0.051062,1,1,2,1.2827,1,1,0.14874,1,1,
1,0.51651,1,2,1,1.1552,1,1,0.12156,1,1,
1,0.37977,1,1,2,1.0007,1,2,0.45737,1,1,
1,0.47145,1,1,2,1.2836,1,2,0.47388,1,1,
1,0.44639,1,2,1,1.5508,1,1,0.1154,1,1,
1,0.52165,1,2,1,1.8709,1,2,0.37858,1,1,
1,0.51613,1,1,1,1.0423,0,1,0.12378,1,1,
1,0.56165,1,2,2,1.9047,0,1,0.14734,1,1,
1,0.1817,1,1,1,1.131,0,2,0.37906,1,1,
1,0.44506,1,2,2,1.0954,1,1,0.14864,0,0,
1,0.29028,1,1,1,1.0356,1,2,0.35887,0,0,
1,0.30899,1,1,1,1.8862,1,1,0.11486,0,0,
1,0.3281,1,2,2,1.2469,1,1,0.15314,0,0,
1,0.29765,1,2,2,1.0089,1,2,0.45213,0,0,
1,0.30442,1,2,2,1.8149,1,1,0.16228,0,0,
1,0.29959,1,1,1,1.1405,1,1,0.12202,0,0,
1,0.35293,1,1,1,1.8799,1,2,0.37854,0,0,
1,0.37448,1,2,2,1.0954,1,1,0.15201,0,0,
1,0.30886,1,2,2,1.3526,1,2,0.45888,0,0,
1,0.32258,1,2,2,1.5934,1,1,0.15951,0,0,
1,0.3197,1,2,2,1.5852,1,2,0.48771,0,0,
1,0.38325,1,1,1,1.6677,1,2,0.36474,0,0,
1,0.35355,1,2,2,1.648,1,1,0.16134,0,0,
1,0.33567,1,2,2,1.4334,1,2,0.47375,0,0,
1,0.44073,1,1,1,1.1398,1,2,0.36657,0,0,
1,0.36796,1,1,1,1.7519,1,2,0.38391,0,0,
1,0.37734,1,1,1,1.2418,1,1,0.12586,0,0,
1,0.33435,1,1,1,1.6505,1,1,0.12784,0,0,
1,0.42606,1,2,2,1.8574,1,1,0.15624,0,0,
1,0.51452,1,1,1,1.0844,1,1,0.11958,0,0,
1,0.31619,1,2,2,1.9721,1,2,0.45965,0,0,
1,0.40199,1,2,2,1.0315,1,1,0.16109,0,0,
1,0.41798,1,1,1,1.8354,1,1,0.11466,0,0,
1,0.35308,1,1,1,1.8357,1,1,0.11655,0,0,
1,0.48156,1,1,1,1.0499,1,2,0.36255,0,0,
1,0.37678,1,1,1,1.5459,1,1,0.12185,0,0,
1,0.33916,1,2,2,1.9432,1,2,0.43811,0,0,
1,0.42737,1,2,2,1.3215,1,1,0.15645,0,0,
1,0.32996,1,2,2,1.8065,1,2,0.48204,0,0,
1,0.58463,1,1,1,1.6014,1,2,0.34775,0,0,
1,0.343,1,2,2,1.7896,1,1,0.15253,0,0,
1,0.25115,1,1,1,1.7992,1,2,0.35465,0,0,
